"grid_size","median","mean"
0.1,0.5,0.456500058613585
0.2,0.6,0.494852833231692
0.3,0.666666666666667,0.557856130066987
0.4,0.636363636363636,0.545506159678769
0.5,0.696153846153846,0.619576818095766
0.6,0.75,0.673993109856707
0.7,0.708333333333333,0.648552585123126
0.8,0.666666666666667,0.626844078107832
0.9,0.67948717948718,0.615614198998797
1,0.816666666666667,0.686609452709966
1.1,0.8,0.740308168125762
1.2,0.8,0.746008230779979
1.3,0.875,0.769488460268005
1.4,0.75,0.774011871846966
1.5,0.858238636363636,0.809315896831628
1.6,0.8,0.713756324812192
1.7,0.91640866873065,0.800250944915646
1.8,0.884453781512605,0.779221330736836
1.9,0.918918918918919,0.789970850729009
2,0.833333333333333,0.759909555522701
2.1,0.911764705882353,0.853324227197512
2.2,0.927580466148724,0.795624087874829
2.3,0.900326797385621,0.835422140614095
2.4,0.916666666666667,0.808675012302865
2.5,0.927684294871795,0.816661804602893
2.6,0.947602739726027,0.793847371312663
2.7,0.951219512195122,0.836432335471906
2.8,0.952353942144073,0.86237928839987
2.9,0.956291216037985,0.831785914621214
3,0.946666666666667,0.789678469499646
3.1,0.923273657289003,0.90357400959108
3.2,0.952467343976778,0.934934398752567
3.3,0.927580466148724,0.838220574378073
3.4,0.94238683127572,0.857330199408679
3.5,0.954545454545455,0.817407146741968
3.6,0.955974842767296,0.918448857766968
3.7,0.953890489913545,0.944949187567696
3.8,0.96173987172201,0.955698904061608
3.9,0.960671019847066,0.923000629985445
4,0.957204848122101,0.894655055639998
4.1,0.947826086956522,0.919135045099646
4.2,0.911764705882353,0.826384036183736
4.3,0.7,0.607929740156098
4.4,0.914511494252874,0.847381994497595
4.5,0.89367816091954,0.855603187656065
4.6,0.951724137931034,0.847774167840289
4.7,0.955670030838239,0.901774505126106
4.8,0.959302325581395,0.93252645663346
4.9,0.954022988505747,0.937931194893979
5,0.954022988505747,0.953762063935676
